1,43,,,17,43
2,43,,,18,1
3,43,,,19,1
4,43,,,20,0
5,43,,,21,1
6,43,,,22,3
7,43,,,23,8
8,43,,,24,14
9,43,,,1,24
10,43,,,2,30
11,43,,,3,32
12,43,,,4,37
13,43,,,5,31
14,43,,,6,29
15,43,,,7,43
16,43,,,,
17,43,,,,
18,43,,,,
19,43,,,,
20,43,,,,
21,43,,,,
22,43,,,,
23,43,,,,
24,43,,,,
25,43,,,,
26,43,,,,
27,43,,,,
28,43,,,,
29,43,,,,
30,43,,,,
31,43,,,,
32,43,,,,
33,43,,,,
34,43,,,,
35,43,,,,
36,43,,,,
37,43,,,,
38,43,,,,
39,43,,,,
40,43,,,,
41,43,,,,
42,43,,,,
43,43,,,,
44,43,,,,
45,43,,,,
46,43,,,,
47,43,,,,
48,43,,,,
49,43,,,,
50,43,,,,
51,43,,,,
52,43,,,,
53,43,,,,
54,43,,,,
55,43,,,,
56,43,,,,
57,43,,,,
58,43,,,,
59,43,,,,
60,1,,,,
61,1,,,,
62,1,,,,
63,1,,,,
64,1,,,,
65,1,,,,
66,1,,,,
67,1,,,,
68,1,,,,
69,1,,,,
70,1,,,,
71,1,,,,
72,1,,,,
73,1,,,,
74,1,,,,
75,1,,,,
76,1,,,,
77,1,,,,
78,1,,,,
79,1,,,,
80,1,,,,
81,1,,,,
82,1,,,,
83,1,,,,
84,1,,,,
85,1,,,,
86,1,,,,
87,1,,,,
88,1,,,,
89,1,,,,
90,1,,,,
91,1,,,,
92,1,,,,
93,1,,,,
94,1,,,,
95,1,,,,
96,1,,,,
97,1,,,,
98,1,,,,
99,1,,,,
100,1,,,,
101,1,,,,
102,1,,,,
103,1,,,,
104,1,,,,
105,1,,,,
106,1,,,,
107,1,,,,
108,1,,,,
109,1,,,,
110,1,,,,
111,1,,,,
112,1,,,,
113,1,,,,
114,1,,,,
115,1,,,,
116,1,,,,
117,1,,,,
118,1,,,,
119,1,,,,
120,1,,,,
121,1,,,,
122,1,,,,
123,1,,,,
124,1,,,,
125,1,,,,
126,1,,,,
127,1,,,,
128,1,,,,
129,1,,,,
130,1,,,,
131,1,,,,
132,1,,,,
133,1,,,,
134,1,,,,
135,1,,,,
136,1,,,,
137,1,,,,
138,1,,,,
139,1,,,,
140,1,,,,
141,1,,,,
142,1,,,,
143,1,,,,
144,1,,,,
145,1,,,,
146,1,,,,
147,1,,,,
148,1,,,,
149,1,,,,
150,1,,,,
151,1,,,,
152,1,,,,
153,1,,,,
154,1,,,,
155,1,,,,
156,1,,,,
157,1,,,,
158,1,,,,
159,1,,,,
160,1,,,,
161,1,,,,
162,1,,,,
163,1,,,,
164,1,,,,
165,1,,,,
166,1,,,,
167,1,,,,
168,1,,,,
169,1,,,,
170,1,,,,
171,1,,,,
172,1,,,,
173,1,,,,
174,1,,,,
175,1,,,,
176,1,,,,
177,1,,,,
178,1,,,,
179,1,,,,
180,0,,,,
181,0,,,,
182,0,,,,
183,0,,,,
184,0,,,,
185,0,,,,
186,0,,,,
187,0,,,,
188,0,,,,
189,0,,,,
190,0,,,,
191,0,,,,
192,0,,,,
193,0,,,,
194,0,,,,
195,0,,,,
196,0,,,,
197,0,,,,
198,0,,,,
199,0,,,,
200,0,,,,
201,0,,,,
202,0,,,,
203,0,,,,
204,0,,,,
205,0,,,,
